"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"3-octanone","Vc 312-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Fatty acid derivatives","Fatty unknown",4216,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",4216,45162,0.0933528187414198
"3-octanone","Vc 312-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",4216,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",4216,45162,0.0933528187414198
"3-octanone","Vc 317-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",440,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",440,50468,0.00871839581517001
"3-octanone","Vc 320-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",1005,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",1005,39742,0.0252881082985255
"Alpha-ocimene","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",4128,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",4128,119622,0.0345087024125997
"Alpha-ocimene","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",4128,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",4128,119622,0.0345087024125997
"Alpha-ocimene","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",686,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",686,115182,0.00595579170356479
"Alpha-ocimene","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",686,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",686,115182,0.00595579170356479
"Alpha-ocimene","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",4069,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",4069,129586,0.0313999969132468
"Alpha-ocimene","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",4069,NA,NA,"Cc(=c)cc/c=c(\c)/c=c","Xjpbrodhzkdrcb-cskarukusa-n",4069,129586,0.0313999969132468
"3-octanone","Vc 313-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Fatty acid derivatives","Fatty unknown",2158,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",2158,47592,0.0453437552529837
"3-octanone","Vc 313-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2158,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",2158,47592,0.0453437552529837
"3-octanone","Vc 314-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Fatty acid derivatives","Fatty unknown",1952,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",1952,46902,0.0416186942987506
"3-octanone","Vc 314-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",1952,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",1952,46902,0.0416186942987506
"3-octanone","Vc 316-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2047,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",2047,52784,0.0387806911185208
"3-octanone","Vc 322-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2212,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",2212,63688,0.0347318176108529
"3-octanone","Vc 318-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",2554,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",2554,55835,0.045741918151697
"3-octanone","Vc 321-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Fatty acid derivatives","Fatty unknown",3057,NA,NA,"Cccccc(=o)cc","Rhlvclipmvjyks-uhfffaoysa-n",3057,56420,0.0541829138603332
"Anethole","Vc 184-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",3782,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",3782,25525,0.148168462291871
"Anethole","Vc 185-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",2948,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",2948,21036,0.140140711161818
"Anethole","Vc 186-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",1300,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",1300,16488,0.0788452207666182
"Phenethyl acetate","Phacelia-pooled-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",3952,9.31719106131136,0.0931719106131136,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",3952,39025,0.101268417680974
"Phenethyl acetate","Phacelia-f1-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",477,14.1914953111202,0.141914953111202,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",477,25305,0.0188500296384114
"Phenethyl acetate","Phacelia-f3-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",4179,5.78578152301728,0.0578578152301728,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4179,22547,0.185346165787023
"Phenethyl acetate","Ninaio_pooled-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",2099,1.16497796176277,0.0116497796176277,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2099,46402,0.0452351191758976
"Phenethyl acetate","Ninaio-f2-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",1278,0.738395290808957,0.00738395290808957,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",1278,24437,0.0522977452224086
"Phenethyl acetate","Ninaio-f1-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",3613,1.9324664164575,0.019324664164575,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",3613,58790,0.0614560299370641
"Phenethyl acetate","Pittosporum_tenuifolium_f1-Aot","Pittosporum tenuifolium","Flower","Natives","Pittosporum","Pittosporaceae","Apiales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",77,0.742940275182366,0.00742940275182366,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",77,71857,0.00107157270690399
"Phenethyl acetate","Akeake-m-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",3167,0.360428294467672,0.00360428294467672,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",3167,82619,0.0383325869352086
"Phenethyl acetate","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",2863,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2863,119622,0.0239337245657153
"Phenethyl acetate","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",2955,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2955,115182,0.0256550502682711
"Phenethyl acetate","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Benzenoid","Benzenoids unknown",2499,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2499,129586,0.0192844906085534
"Phenethyl acetate","Vc 196-Chr","Eupatorium maculatum","Flower","Ornamentals","Eupatorium","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",2652,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2652,19302,0.137395088591856
"Phenethyl acetate","Phacelia-f2-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",2411,15.127905090005,0.15127905090005,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2411,29122,0.0827896435684362
"Phenethyl acetate","Akeake-m1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",2105,0.665738281773708,0.00665738281773707,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",2105,45193,0.046578009868785
"Phenethyl acetate","Akeake-m3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Benzenoid","Benzenoids unknown",3179,0.362511568620083,0.00362511568620083,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",3179,68997,0.0460744670058118
"3-carvomenthenone","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",2167,NA,NA,"Cc1=cc(=o)c(cc1)c(c)c","Ystpahqehqsrjd-uhfffaoysa-n",2167,66810,0.0324352641820087
"3-carvomenthenone","Vc 189-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",2446,NA,NA,"Cc1=cc(=o)c(cc1)c(c)c","Ystpahqehqsrjd-uhfffaoysa-n",2446,54201,0.0451283186657073
"3-carvomenthenone","Vc 190-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",1016,NA,NA,"Cc1=cc(=o)c(cc1)c(c)c","Ystpahqehqsrjd-uhfffaoysa-n",1016,47440,0.0214165261382799
"Phenethyl acetate","Vc 197-Chr","Eupatorium maculatum","Flower","Ornamentals","Eupatorium","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",4237,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4237,19421,0.218165902888626
"Phenethyl acetate","Vc 198-Chr","Eupatorium maculatum","Flower","Ornamentals","Eupatorium","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",4140,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4140,29111,0.142214283260623
"Rt22.5-ki1253","All brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,3282,NA,NA,"Na","Na",3282,34903,0.0940320316305189
"Rt22.5-ki1253","All radish pooled-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,3587,NA,NA,"Na","Na",3587,102631,0.0349504535666611
"Rt22.5-ki1253","Brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,2776,NA,NA,"Na","Na",2776,23249,0.119402985074627
"Phenethyl acetate","Carrot pooled conc.d-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Benzenoid","Benzenoids unknown",675,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",675,56742,0.0118959500898805
"Phenethyl acetate","Radish pooled conc.d-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island","Benzenoid","Benzenoids unknown",1950,NA,NA,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",1950,63204,0.0308524776912854
"2-phenylethyl acetate","Kiwifruit-gold-m91-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.2249691,0.002249691,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,135968,0.03125
"2-phenylethyl acetate","Kiwifruit-green-chieftain-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.06328701,0.00063287,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,178458,0.0238095238095238
"2-phenylethyl acetate","Kiwifruit-green-g11-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.1604988,0.001604988,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,169960,0.025
"2-phenylethyl acetate","Kiwifruit-green-hayward-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.0402302,0.000402302,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,178458,0.0238095238095238
"2-phenylethyl acetate","Kiwifruit-green-m36-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.1163916,0.001163916,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,161462,0.0263157894736842
"2-phenylethyl acetate","Kiwifruit-green-m43-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Benzenoid","Benzenoids unknown",4249,0.2323112,0.002323112,"Cc(=o)occc1=cc=cc=c1","Mdhyemxufsjlgv-uhfffaoysa-n",4249,165711,0.0256410256410256
"Rt13.4-ki1260","Vc 328-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",4049,NA,NA,"Na","Na",4049,59852,0.0676502038361291
"Rt13.4-ki1260","Vc 276-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",1524,NA,NA,"Na","Na",1524,24946,0.0610919586306422
"Rt13.4-ki1260","Vc 277-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",3441,NA,NA,"Na","Na",3441,29981,0.114772689369934
"Rt13.4-ki1260","Vc 278-New","Gaillardia sp2","Flower","Ornamentals","Gaillardia","Asteraceae","Asterales","New plymouth","Lower north island","Terpenoids","Monoterpenes",2630,NA,NA,"Na","Na",2630,27751,0.0947713595906454
"Rt13.4-ki1260","Vc 308-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",3548,NA,NA,"Na","Na",3548,64357,0.0551299780909614
"Rt13.4-ki1260","Vc 309-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",2179,NA,NA,"Na","Na",2179,53744,0.0405440607323608
"Rt13.4-ki1260","Vc 310-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",2493,NA,NA,"Na","Na",2493,66090,0.0377212891511575
"Rt13.4-ki1260","Vc 312-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",1831,NA,NA,"Na","Na",1831,45162,0.0405429343253177
"Rt13.4-ki1260","Vc 312-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",1831,NA,NA,"Na","Na",1831,45162,0.0405429343253177
"Rt13.4-ki1260","Vc 313-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",2943,NA,NA,"Na","Na",2943,47592,0.0618381240544629
"Rt13.4-ki1260","Vc 313-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",2943,NA,NA,"Na","Na",2943,47592,0.0618381240544629
"Rt13.4-ki1260","Vc 314-Car","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Carterton lavender farm","Lower north island","Terpenoids","Monoterpenes",3116,NA,NA,"Na","Na",3116,46902,0.0664363993006695
"Rt13.4-ki1260","Vc 314-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",3116,NA,NA,"Na","Na",3116,46902,0.0664363993006695
"Rt13.4-ki1260","Vc 316-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",3974,NA,NA,"Na","Na",3974,52784,0.0752879660503183
"Rt13.4-ki1260","Vc 317-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",1635,NA,NA,"Na","Na",1635,50468,0.032396766267734
"Rt13.4-ki1260","Vc 318-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",4189,NA,NA,"Na","Na",4189,55835,0.0750246261305633
"Rt13.4-ki1260","Vc 320-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",287,NA,NA,"Na","Na",287,39742,0.00722157918574808
"Rt13.4-ki1260","Vc 322-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",2754,NA,NA,"Na","Na",2754,63688,0.0432420550182138
"Rt13.4-ki1260","Vc 330-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",2365,NA,NA,"Na","Na",2365,46406,0.0509632375123906
"Rt22.8-ki1261","All brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,1191,NA,NA,"Na","Na",1191,34903,0.0341231412772541
"Rt22.8-ki1261","All radish pooled-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,2656,NA,NA,"Na","Na",2656,102631,0.0258791203437558
"Rt13.5-ki1264","Vc 329-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",3529,NA,NA,"Na","Na",3529,47738,0.0739243370061586
"Rt13.5-ki1264","Vc 321-Mt ","Lavandula angustifolia","Flower","Ornamentals","Lavandula","Lamiaceae","Lamiales","Mt cook lavender farm","Lower south island","Terpenoids","Monoterpenes",4022,NA,NA,"Na","Na",4022,56420,0.0712867777383906
"Rt22.8-ki1261","All avocado pooled-Bay","Persea americana","Fruit","Crops","Persea","Lauraceae","Laurales","Bay of plenty","Central north island",NA,NA,2427,NA,NA,"Na","Na",2427,69158,0.03509355389109
"3,5-dimethoxytoluene","Vc 188-Chr","Eucomis comosa","Flower","Ornamentals","Eucomis","Asparagaceae","Asparagales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",3313,NA,NA,"Cc1=cc(=cc(=c1)oc)oc","Rizblvrxrwhlfa-uhfffaoysa-n",3313,66810,0.0495883849723095
